GeneSymbol,T.8Nve #1,T.8Nve#2
CPPED1,24,30
CPQ,152,196
CPS1,12,4
CPS1-IT1,0,0
CPSF1,410,581
CPSF1P1,0,0
CPSF2,97,163
CPSF3,157,206
CPSF4,86,86
CPSF4L,9,0
CPSF6,415,351
CPSF7,220,334
CPT1A,175,131
CPT1B,11,7
CPT1C,1,2
CPT2,38,34
CPTP,24,19
CPVL,1,0
CPVL-AS1,0,1
CPXCR1,0,0
CPXM1,0,12
CPXM2,0,0
CPZ,0,0
CR1,9,22
CR1L,0,0
CR2,79,138
CR381572.1,0,0
CR381572.2,0,0
CR381653.1,2,0
CR381653.2,0,0
CR381670.1,0,5
CR381670.2,0,0
CR382285.1,0,1
CR382285.2,1,0
CR382287.1,0,0
CR382287.2,1,0
CR383656.1,0,0
CR383656.10,0,0
CR383656.11,0,0
CR383656.12,0,0
CR383656.13,0,0
CR383656.2,0,0
CR383656.3,0,0
CR383656.4,0,0
CR383656.5,0,0
CR383656.6,0,0
CR383656.7,0,0
CR383656.8,0,0
CR383656.9,0,0
CR383658.1,0,0
CR383658.2,0,0
CR391992.1,0,3
CR392000.1,0,0
CR392000.2,0,0
CR392039.1,0,0
CR392039.2,0,0
CR392039.3,0,0
CR392039.4,0,0
CR392039.5,0,0
CR450722.1,10,14
CR545473.1,19,7
CR559946.1,2,0
CR559946.2,1,2
CR589904.1,0,0
CR589904.2,0,0
CR589951.1,0,0
CR769767.1,0,0
CR769767.2,0,0
CR769775.1,0,0
CR769775.2,0,0
CR769776.1,0,0
CR769776.2,0,0
CR769776.3,0,0
CR786580.1,1,1
CR788268.1,0,0
CR848007.1,0,0
CR848007.2,0,0
CR848007.3,0,0
CR936218.1,0,0
CR936218.2,0,0
CR936218.3,0,0
CRABP1,0,0
CRABP2,0,3
CRACD,0,0
CRACR2A,102,158
CRACR2B,0,1
CRADD,44,36
CRAMP1,25,50
CRAT,58,73
CRB1,1,8
CRB2,1,3
CRB3,6,17
CRB3P1,0,3
CRBN,634,853
CRCP,49,90
CRCT1,0,0
CREB1,413,279
CREB3,131,218
CREB3L1,0,1
CREB3L2,87,143
CREB3L2-AS1,0,0
CREB3L3,1,0
CREB3L4,43,40
CREB5,1,1
CREBBP,367,505
CREBL2,72,80
CREBRF,141,174
CREBZF,55,95
CREG1,10,28
CREG2,0,6
CRELD1,45,35
CRELD2,17,15
CREM,36,52
CRH,0,0
CRHBP,0,4
CRHR1,0,0
CRHR2,2,3
CRIM1,25,24
CRIM1-DT,0,0
CRIP1,83,97
CRIP1P1,0,0
CRIP1P2,0,3
CRIP1P3,1,1
CRIP1P4,0,0
CRIP2,52,23
CRIP3,7,10
CRIPT,432,298
CRISP1,3,1
CRISP2,0,0
CRISP3,2,2
CRISPLD1,0,0
CRISPLD2,1,0
CRK,44,42
CRKL,396,398
CRLF1,0,1
CRLF2,0,0
CRLF3,1217,1177
CRLS1,22,12
CRMP1,5,0
CRNDE,0,1
CRNKL1,229,155
CRNN,0,0
CROCC,65,58
CROCC2,0,2
CROCCP1,0,3
CROCCP2,192,263
CROCCP3,88,109
CROCCP4,0,0
CROCCP5,0,0
CROT,68,34
CRP,0,0
CRPP1,0,0
CRPPA,10,6
CRPPA-AS1,0,7
CRTAC1,0,0
CRTAM,418,517
CRTAP,207,259
CRTC1,167,208
CRTC1P1,0,1
CRTC2,126,242
CRTC3,191,349
CRTC3-AS1,4,2
CRX,0,0
CRY1,73,170
CRY2,242,303
CRYAA,0,1
CRYAA2,0,0
CRYAB,1,1
CRYBA1,0,1
CRYBA2,0,0
CRYBA4,0,0
CRYBB1,7,1
CRYBB2,0,0
CRYBB2P1,164,166
CRYBB3,4,0
CRYBG1,286,420
CRYBG2,12,1
CRYBG3,25,17
CRYGA,1,0
CRYGB,0,0
CRYGC,0,0
CRYGD,0,0
CRYGEP,0,0
CRYGFP,0,0
CRYGGP,0,0
CRYGN,9,7
CRYGS,11,17
CRYL1,79,96
CRYM,0,4
CRYM-AS1,0,1
CRYZ,130,105
CRYZL1,350,386
CRYZL2P,0,0
CRYZL2P-SEC16B,1,1
CRYZP1,1,8
CRYZP2,0,0
CS,604,665
CSAD,58,67
CSAG1,3,0
CSAG2,0,0
CSAG3,0,0
CSAG4,0,0
CSDC2,0,0
CSDE1,1966,2384
CSE1L,302,297
CSE1L-AS1,1,3
CSF1,6,0
CSF1R,7,29
CSF2,0,0
CSF2RA,0,0
CSF2RB,0,1
CSF2RBP1,0,1
CSF3,0,0
CSF3R,11,0
CSGALNACT1,115,118
CSGALNACT2,92,95
CSH1,0,3
CSH2,0,0
CSHL1,0,0
CSK,496,563
CSKMT,26,35
CSMD1,1,3
CSMD2,4,1
CSMD2-AS1,0,0
CSMD3,5,3
CSN1S1,0,0
CSN1S2AP,1,0
CSN2,0,0
CSN3,0,0
CSNK1A1,609,841
CSNK1A1L,0,0
CSNK1A1P1,0,0
CSNK1A1P3,0,0
CSNK1D,176,165
CSNK1E,51,40
CSNK1G1,107,127
CSNK1G2,23,30
CSNK1G2-AS1,3,3
CSNK1G2P1,0,2
CSNK1G3,60,125
CSNK2A1,241,227
CSNK2A2,20,32
CSNK2A3,1,0
CSNK2B,151,176
CSNKA2IP,0,2
CSPG4,2,4
CSPG4P10,5,7
CSPG4P11,0,0
CSPG4P12,0,2
CSPG4P13,2,2
CSPG4P1Y,0,0
CSPG4P2Y,0,0
CSPG4P3Y,0,0
CSPG4P4Y,0,0
CSPG4P5,0,0
CSPG5,1,2
CSPP1,133,149
CSRNP1,7,42
CSRNP2,69,103
CSRNP3,3,4
CSRP1,126,282
CSRP2,17,24
CSRP3,0,1
CSRP3-AS1,2,1
CST1,0,0
CST11,0,0
CST12P,0,0
CST13P,0,0
CST2,0,0
CST2P1,0,0
CST3,3,4
CST4,0,0
CST5,0,0
CST6,0,0
CST7,79,106
CST8,0,0
CST9,0,0
CST9L,0,0
CST9LP1,0,0
CST9LP2,0,0
CSTA,0,0
CSTB,188,280
CSTF1,210,171
CSTF2,56,103
CSTF2T,194,286
CSTF3,102,88
CSTF3-DT,5,6
CSTL1,0,0
CSTP1,3,2
CSTP2,0,0
CT45A1,0,0
CT45A10,0,0
CT45A11P,0,1
CT45A2,0,0
CT45A3,0,0
CT45A5,0,0
CT45A6,0,0
CT45A7,0,0
CT45A8,0,0
CT45A9,0,0
CT47A1,0,0
CT47A10,0,0
CT47A11,0,0
CT47A12,0,0
CT47A2,0,0
CT47A3,0,0
CT47A4,0,0
CT47A5,0,0
CT47A6,0,0
CT47A7,0,0
CT47A8,0,0
CT47A9,0,0
CT47B1,0,0
CT55,0,0
CT62,0,0
CT66,0,3
CT69,0,5
CT70,0,0
CT75,1,2
CT83,0,0
CT867976.1,1,0
CTAG1A,0,0
CTAG1B,0,0
CTAG2,0,0
CTAGE1,0,0
CTAGE10P,0,0
CTAGE11P,0,0
CTAGE12P,0,0
CTAGE13P,0,0
CTAGE14P,0,0
CTAGE15,0,0
CTAGE16P,0,0
CTAGE3P,0,0
CTAGE4,0,0
CTAGE6,0,0
CTAGE7P,1,2
CTAGE8,0,0
CTAGE9,0,0
CTBP1,373,458
CTBP1-AS,7,14
CTBP1-DT,96,107
CTBP2,27,20
CTBP2P1,0,0
CTBP2P10,0,0
CTBP2P2,0,1
CTBP2P3,0,0
CTBP2P4,0,0
CTBP2P5,0,0
CTBP2P6,0,0
CTBP2P7,0,0
CTBP2P8,3,0
CTBP2P9,0,0
CTBS,59,86
CTC1,1000,1144
CTCF,111,163
CTCFL,0,2
CTDNEP1,8,29
CTDP1,16,25
CTDSP1,144,194
CTDSP2,551,586
CTDSPL,11,8
CTDSPL2,198,229
CTF1,3,1
CTF2P,0,1
CTH,7,12
CTHRC1,5,3
CTHRC1P1,0,0
CTIF,5,1
CTLA4,3,19
CTNNA1,1,5
CTNNA1P1,0,0
CTNNA2,0,0
CTNNA2-AS1,0,0
CTNNA3,5,2
CTNNAL1,3,8
CTNNB1,426,476
CTNNBIP1,2,36
CTNNBL1,262,381
CTNND1,10,10
CTNND2,4,1
CTNS,47,57
CTPS1,195,132
CTPS2,26,31
CTR9,351,505
CTRB1,0,0
CTRB2,0,0
CTRC,0,0
CTRL,0,4
CTSA,276,492
CTSB,244,361
CTSC,340,352
CTSD,212,368
CTSE,0,1
CTSF,22,42
CTSG,0,0
CTSH,17,33
CTSK,26,43
CTSL,0,4
CTSL3P,0,0
CTSLP1,0,0
CTSLP2,0,0
CTSLP3,0,0
CTSLP4,0,0
CTSLP6,0,0
CTSLP8,0,2
CTSO,131,240
CTSS,510,500
CTSV,0,0
CTSW,1532,1136
CTSZ,7,10
CTTN,3,9
CTTNBP2,3,0
CTTNBP2NL,2,2
CTU1,0,2
CTU2,69,69
CTXN1,0,1
CTXN2,0,0
CTXN3,0,0
CTXND1,6,1
CTXND2,0,1
CU104787.1,0,0
CU633904.1,0,0
CU633904.2,0,0
CU633904.3,0,0
CU633904.4,0,0
CU633906.1,0,0
CU633906.2,0,0
CU633906.3,0,0
CU633906.4,0,0
CU633906.5,0,0
CU633906.6,0,0
CU633906.7,0,0
CU633967.1,0,0
CU633967.2,0,0
CU633980.1,0,0
CU634019.1,0,0
CU634019.2,0,0
CU634019.3,0,0
CU634019.4,0,0
CU634019.5,0,0
CU634019.6,0,0
CU638689.1,0,0
CU638689.2,0,0
CU638689.3,0,0
CU638689.4,0,0
CU638689.5,0,0
CU639417.1,0,0
CU639417.2,0,0
CU639417.3,0,0
CU639417.4,0,0
CU639417.5,0,0
CUBN,143,100
CUBNP1,0,0
CUBNP2,0,0
CUBNP3,0,1
CUEDC1,3,3
CUEDC2,301,317
CUL1,293,389
CUL1P1,0,0
CUL2,210,259
CUL3,118,143
CUL4A,213,271
CUL4AP1,0,1
CUL4B,151,156
CUL5,126,130
CUL7,100,79
CUL9,392,491
CUPIN1P,0,0
CUTA,478,589
CUTALP,62,113
CUTC,212,210
CUX1,199,247
CUX2,0,7
CUX2P1,0,0
CUZD1,1,0
CWC15,206,182
CWC22,225,224
CWC25,150,141
CWC27,182,143
CWF19L1,196,171
CWF19L2,131,133
CWH43,0,0
CX3CL1,0,4
CX3CR1,56,31
CXADR,6,15
CXADRP1,0,0
CXADRP2,0,0
CXADRP3,0,0
CXCL1,0,0
CXCL10,0,0
CXCL11,0,0
CXCL12,1,0
CXCL13,0,0
CXCL14,2,0
CXCL16,3,7
CXCL17,3,0
CXCL1P1,0,0
CXCL2,0,0
CXCL3,0,0
CXCL5,2,0
CXCL6,0,0
CXCL8,0,0
CXCL9,0,0
CXCR1,0,0
CXCR2,1,8
CXCR2P1,2,8
CXCR3,114,164
CXCR4,1308,3700
CXCR5,2,7
CXCR6,23,17
CXorf21,36,0
CXorf38,159,269
CXorf49,0,0
CXorf49B,0,0
CXorf51A,0,0
CXorf51B,0,0
CXorf56,65,78
CXorf58,5,3
CXorf65,1,1
CXorf66,0,0
CXXC1,543,742
CXXC1P1,0,0
CXXC4,2,3
CXXC4-AS1,2,1
CXXC5,2,7
CXXC5-AS1,0,0
CYB561,25,28
CYB561A3,346,330
CYB561D1,188,187
CYB561D2,210,282
CYB5A,116,159
CYB5AP2,1,0
CYB5AP4,0,0
CYB5AP5,0,0
CYB5B,222,193
CYB5D1,5,7
CYB5D2,150,97
CYB5R1,319,242
CYB5R2,2,20
CYB5R3,175,177
CYB5R4,130,180
CYB5RL,49,73
CYBA,73,123
CYBB,0,0
CYBC1,1125,1078
CYBRD1,0,0
CYC1,157,280
CYCS,183,226
CYCSP1,0,0
CYCSP10,0,0
CYCSP11,0,0
CYCSP12,0,0
CYCSP17,0,0
CYCSP19,0,0
CYCSP2,0,0
CYCSP20,0,0
CYCSP22,0,0
CYCSP23,0,0
CYCSP24,4,0
CYCSP25,0,0
CYCSP26,0,0
CYCSP27,0,0
CYCSP28,0,0
CYCSP29,4,0
CYCSP30,0,0
CYCSP32,0,0
CYCSP33,0,0
CYCSP34,2,3
CYCSP35,0,0
CYCSP38,0,2
CYCSP39,0,0
CYCSP4,0,0
CYCSP40,0,0
CYCSP41,0,0
CYCSP42,0,0
CYCSP43,0,0
CYCSP44,0,0
CYCSP45,0,0
CYCSP46,0,0
CYCSP48,0,0
CYCSP49,0,0
CYCSP5,0,0
CYCSP51,1,0
CYCSP52,0,0
CYCSP53,0,0
CYCSP55,1,0
CYCSP6,0,0
CYCSP7,0,0
CYCSP8,0,0
CYCTP,0,0
CYFIP1,10,1
CYFIP2,2429,2848
CYGB,1,5
CYHR1,314,317
CYLC1,0,0
CYLC2,0,0
CYLD,396,616
CYMP,0,0
CYMP-AS1,0,0
CYP11A1,0,0
CYP11B1,0,0
CYP11B2,0,0
CYP17A1,0,0
CYP19A1,0,0
CYP1A1,0,0
CYP1A2,0,1
CYP1B1,2,0
CYP1B1-AS1,5,19
CYP1D1P,0,0
CYP20A1,242,321
CYP21A1P,1,0
CYP21A2,0,0
CYP24A1,3,0
CYP26A1,0,0
CYP26B1,3,1
CYP26C1,3,0
CYP27A1,2,0
CYP27B1,24,9
CYP27C1,1,0
CYP2A13,0,0
CYP2A6,0,0
CYP2A7,0,0
CYP2A7P1,0,0
CYP2A7P2,0,0
CYP2AB1P,0,0
CYP2AC1P,0,3
CYP2B6,0,0
CYP2B7P,5,6
CYP2C18,0,0
CYP2C19,0,0
CYP2C23P,1,0
CYP2C56P,0,0
CYP2C58P,0,0
CYP2C59P,0,0
CYP2C60P,0,1
CYP2C61P,0,0
CYP2C8,5,4
CYP2C9,0,0
CYP2D6,19,50
CYP2D7,37,39
CYP2D8P,3,17
CYP2E1,13,1
CYP2F1,0,4
CYP2F2P,2,0
CYP2G1P,0,7
CYP2G2P,2,0
CYP2J2,6,50
CYP2R1,105,89
CYP2S1,1,0
CYP2T1P,21,15
CYP2T3P,2,1
CYP2U1,14,10
CYP2W1,0,0
CYP39A1,2,0
CYP3A137P,0,0
CYP3A4,2,0
CYP3A43,1,1
CYP3A5,89,91
CYP3A51P,0,0
CYP3A52P,2,0
CYP3A54P,0,0
CYP3A7,3,0
CYP3A7-CYP3A51P,0,0
CYP46A1,10,2
CYP46A4P,0,0
CYP4A11,0,0
CYP4A22,0,0
CYP4A22-AS1,0,0
CYP4A26P,0,0
CYP4A27P,0,0
CYP4A43P,0,0
CYP4A44P,0,0
CYP4B1,2,0
CYP4F10P,0,0
CYP4F11,1,0
CYP4F12,1,7
CYP4F2,11,2
CYP4F22,5,5
CYP4F23P,1,0
CYP4F24P,0,0
CYP4F25P,1,0
CYP4F26P,0,0
CYP4F27P,0,0
CYP4F29P,7,18
CYP4F3,0,1
CYP4F30P,0,0
CYP4F32P,0,0
CYP4F34P,0,0
CYP4F35P,32,24
CYP4F36P,0,0
CYP4F44P,0,0
CYP4F60P,0,0
CYP4F62P,0,0
CYP4F8,3,0
CYP4F9P,1,0
CYP4V2,113,230
CYP4X1,0,0
CYP4Z1,0,3
CYP4Z2P,0,0
CYP51A1,1,12
CYP51A1-AS1,7,1
CYP51A1P1,0,0
CYP51A1P2,2,1
CYP51A1P3,0,0
CYP7A1,0,1
CYP7B1,0,0
CYP8B1,0,0
CYREN,180,164
CYRIA,0,2
CYRIB,659,674
CYS1,0,3
CYSLTR1,0,2
CYSLTR2,35,25
CYSRT1,2,0
CYSTM1,17,9
CYTH1,1281,1806
CYTH2,57,135
CYTH3,5,6
CYTH4,848,1015
CYTIP,1033,1574
CYTL1,2,0
CYTOR,2,2
CYYR1,0,2
CYYR1-AS1,0,1
CZIB,196,203
D2HGDH,8,21
DAAM1,45,43
DAAM2,0,9
DAAM2-AS1,1,4
DAB1,0,3
DAB1-AS1,2,3
DAB2,0,1
DAB2IP,2,0
DACH1,1,0
DACH2,0,6
DACT1,2,2
DACT2,0,0
DACT3,0,2
DACT3-AS1,2,2
DAD1,470,489
DAG1,56,61
DAGLA,3,0
DAGLB,131,175
DALRD3,187,250
DANCR,323,257
DAND5,0,0
DANT1,0,0
DANT2,0,2
DAO,0,2
DAOA,0,1
DAOA-AS1,0,0
DAP,268,246
DAP3,579,653
DAP3P1,3,0
DAP3P2,7,1
DAPK1,0,0
DAPK1-IT1,0,0
DAPK2,18,6
DAPK3,24,51
DAPL1,0,0
DAPP1,75,118
DARS-AS1,21,32
DARS1,662,788
DARS2,67,36
DAW1,0,2
DAXX,599,829
DAZ1,0,0
DAZ2,0,0
DAZ3,0,0
DAZ4,0,0
DAZAP1,94,78
DAZAP2,2363,2808
DAZAP2P1,7,15
DAZL,0,2
DBET,0,0
DBF4,53,87
DBF4B,18,22
DBF4P1,0,0
DBF4P3,0,0
DBH,1,2
DBH-AS1,0,23
DBI,178,212
DBIL5P,5,4
DBIL5P2,18,2
DBIP1,0,0
DBIP2,0,0
DBN1,156,251
DBNDD1,30,6
DBNDD2,0,1
DBNL,1149,1363
DBP,5,26
DBR1,192,90
DBT,166,165
DBX1,0,0
DBX2,3,0
DCAF1,270,402
DCAF10,90,84
DCAF11,434,613
DCAF12,163,183
DCAF12L1,0,0
DCAF12L2,2,1
DCAF13,235,243
DCAF13P1,0,2
DCAF13P2,0,0
DCAF13P3,11,0
DCAF15,15,24
DCAF16,166,199
DCAF17,58,101
DCAF4,82,61
DCAF4L1,18,26
DCAF4L2,0,2
DCAF5,381,515
DCAF6,119,94
DCAF7,370,334
DCAF8,308,492
DCAF8L1,0,0
DCAF8L2,1,0
DCAKD,139,171
DCANP1,0,0
DCBLD1,27,58
DCBLD2,6,6
DCC,0,4
DCD,0,0
DCDC1,2,4
DCDC2,0,0
DCDC2B,13,20
DCDC2C,0,1
DCHS1,288,278
DCHS2,0,3
DCK,200,233
DCLK1,0,0
DCLK2,1,4
DCLK3,0,0
DCLRE1A,19,33
DCLRE1B,74,43
DCLRE1C,254,276
DCLRE1CP1,1,0
DCN,2,11
DCP1A,289,434
DCP1B,105,141
DCP2,284,422
DCPS,60,88
DCST1,5,2
DCST1-AS1,1,4
DCST2,2,1
DCSTAMP,0,0
DCT,5,9
DCTD,159,302
DCTN1,594,557
DCTN1-AS1,0,0
DCTN2,412,501
DCTN3,257,296
DCTN4,164,213
DCTN5,265,325
DCTN6,73,63
DCTPP1,122,156
DCUN1D1,174,250
DCUN1D2,31,46
DCUN1D2-AS,0,0
DCUN1D3,18,18
DCUN1D4,116,134
DCUN1D5,92,97
DCX,2,0
DCXR,274,366
DCXR-DT,0,0
DDA1,95,149
DDAH1,0,0
DDAH2,35,33
DDB1,574,1041
DDB2,209,241
DDC,2,0
DDC-AS1,1,1
DDHD1,398,358
DDHD2,69,172
DDI1,0,0
DDI2,103,150
DDIAS,14,36
DDIT3,53,68
DDIT4,74,617
DDIT4-AS1,0,0
DDIT4L,0,0
DDN,0,0
DDN-AS1,4,8
DDO,1,0
DDOST,893,950
DDR1,30,36
DDR1-DT,0,0
DDR2,0,3
DDRGK1,33,36
DDT,0,0
DDTL,12,9
DDTP1,0,3
DDX1,344,459
DDX10,163,179
DDX10P1,6,3
DDX10P2,0,1
DDX11,12,60
DDX11-AS1,0,8
DDX11L1,0,0
DDX11L10,0,0
DDX11L16,0,0
DDX11L2,5,4
DDX11L5,0,2
DDX11L8,2,0
DDX11L9,1,0
DDX12P,12,19
DDX17,2025,2649
DDX18,429,572
DDX18P1,3,3
DDX18P3,0,1
DDX18P4,0,1
DDX18P5,12,4
DDX18P6,0,0
DDX19A,173,134
DDX19B,115,86
DDX20,84,73
DDX21,248,293
DDX23,497,424
DDX24,851,1066
DDX25,1,4
DDX27,491,582
DDX28,268,216
DDX31,52,69
DDX39A,718,866
DDX39AP1,0,0
DDX39B,485,643
DDX39B-AS1,0,1
DDX39BP1,0,0
DDX39BP2,0,1
DDX3P1,9,23
DDX3P2,0,0
DDX3P3,0,0
DDX3X,605,1463
DDX3Y,368,0
DDX4,0,0
DDX41,149,294
DDX42,255,397
DDX43,8,4
DDX43P1,0,0
DDX43P2,0,0
DDX43P3,0,0
DDX46,236,456
DDX47,49,85
DDX49,216,169
DDX5,11063,11710
DDX50,279,360
DDX50P1,6,5
DDX50P2,0,1
DDX51,26,41
DDX52,126,159
DDX53,0,0
DDX54,181,409
DDX55,187,71
DDX55P1,0,0
DDX56,360,412
DDX58,254,331
DDX59,111,85
DDX59-AS1,0,0
DDX6,897,1229
DDX60,192,235
DDX60L,143,163
DDX6P1,1,1
DDX6P2,0,0
DEAF1,48,37
DECR1,219,326
DECR2,52,70
DEDD,219,216
DEDD2,257,534
DEF6,315,537
DEF8,99,174
DEFA1,0,0
DEFA10P,0,0
DEFA11P,0,1
DEFA1B,0,0
DEFA3,0,0
DEFA4,0,0
DEFA5,0,0
DEFA6,0,0
DEFA7P,0,0
DEFA8P,0,0
DEFA9P,0,2
DEFB1,0,0
DEFB103A,0,0
DEFB103B,0,0
DEFB104A,0,0
DEFB104B,0,0
DEFB105A,0,0
DEFB105B,0,0
DEFB106A,0,0
DEFB106B,0,0
DEFB107A,0,0
DEFB107B,0,0
DEFB108A,0,0
DEFB108B,1,1
DEFB108C,0,0
DEFB108D,0,0
DEFB108E,0,1
DEFB108F,0,0
DEFB109A,0,0
DEFB109B,0,0
DEFB109C,0,0
DEFB109D,0,1
DEFB109F,0,0
DEFB110,0,0
DEFB112,1,3
DEFB113,0,0
DEFB114,0,2
DEFB115,0,0
DEFB116,0,0
DEFB117,0,0
DEFB118,0,0
DEFB119,0,0
DEFB121,0,0
DEFB122,0,0
DEFB123,0,0
DEFB124,0,0
DEFB125,0,0
DEFB126,0,0
DEFB127,0,3
DEFB128,1,0
DEFB129,0,0
DEFB130A,0,0
DEFB130B,0,0
DEFB130C,0,0
DEFB130D,0,0
DEFB131A,0,0
DEFB131B,0,1
DEFB131C,0,0
DEFB131D,0,0
DEFB131E,0,0
DEFB132,0,0
DEFB133,0,0
DEFB134,0,0
DEFB135,0,0
DEFB136,0,0
DEFB4A,0,0
DEFB4B,0,0
DEFT1P,0,0
DEFT1P2,0,0
DEGS1,160,187
DEGS2,13,36
DEK,288,326
DELE1,277,344
DELEC1,1,12
DENND10,85,37
DENND10P1,0,0
DENND11,154,222
DENND1A,61,74
DENND1B,29,55
DENND1C,806,1038
DENND2A,6,3
DENND2B,13,3
DENND2C,0,1
DENND2D,2222,2882
DENND3,25,27
DENND4A,262,282
DENND4B,460,526
DENND4C,192,256
DENND5A,487,453
DENND5B,0,3
DENND5B-AS1,0,0
DENND6A,48,96
DENND6A-AS1,7,5
DENND6A-DT,1,0
DENND6B,44,39
DENR,460,469
DEPDC1,0,1
DEPDC1-AS1,0,0
DEPDC1B,1,0
DEPDC4,8,5
DEPDC5,88,96
DEPDC7,31,23
DEPP1,2,3
DEPTOR,13,20
DERA,91,71
DERL1,296,316
DERL2,263,234
DERL3,0,0
DERPC,0,0
DES,0,0
DESI1,143,215
DESI2,34,57
DET1,13,15
DEUP1,0,0
DEXI,7,21
DFFA,206,251
DFFB,95,120
DFFBP1,0,0
DGAT1,35,53
DGAT2,4,3
DGAT2L6,0,1
DGAT2L7P,0,2
DGCR10,0,0
DGCR11,16,14
DGCR2,384,436
DGCR5,0,0
DGCR6,1,0
DGCR6L,232,305
DGCR8,141,330
DGCR9,0,3
DGKA,3581,4497
DGKB,0,2
DGKD,594,829
DGKE,165,153
DGKG,0,2
DGKH,52,58
DGKI,2,12
DGKK,0,0
DGKQ,168,245
DGKZ,227,384
DGKZP1,3,2
DGLUCY,319,367
DGUOK,287,370
DGUOK-AS1,21,9
DHCR24,17,20
DHCR24-DT,0,0
DHCR7,117,197
DHDDS,95,79
DHDDS-AS1,11,10
DHDH,14,11
DHFR,3,14
DHFR2,57,43
DHFRP1,0,0
DHFRP2,0,0
DHFRP3,0,0
DHFRP5,0,0
DHFRP6,0,0
DHH,2,0
DHODH,95,103
DHPS,118,201
DHRS1,168,202
DHRS11,3,12
DHRS12,74,94
DHRS13,12,22
DHRS2,0,2
DHRS3,331,470
DHRS4,29,39
DHRS4-AS1,69,99
DHRS4L1,2,0
DHRS4L2,16,29
DHRS7,475,631
DHRS7B,61,71
DHRS7C,0,0
DHRS9,0,0
DHRSX,0,0
DHRSX-IT1,0,0
DHTKD1,60,59
DHX15,482,587
DHX16,306,393
DHX29,100,126
DHX30,721,701
DHX32,49,14
DHX33,40,24
DHX33-DT,0,1
DHX34,44,89
DHX35,184,215
DHX36,199,275
DHX37,93,149
DHX38,305,365
DHX40,66,56
DHX40P1,0,0
DHX57,73,45
DHX58,51,145
DHX8,313,320
DHX9,812,926
DHX9P1,0,1
DIABLO,65,71
DIAPH1,316,474
DIAPH1-AS1,23,77
DIAPH2,4,16
DIAPH2-AS1,1,4
DIAPH3,0,0
DIAPH3-AS1,0,0
DIAPH3-AS2,0,0
DICER1,150,172
DICER1-AS1,50,67
DIDO1,522,669
DIMT1,148,138
DIMT1P1,0,0
DINOL,0,0
DIO1,2,6
DIO2,1,3
DIO2-AS1,0,0
DIO3,0,1
DIO3OS,5,1
DIP2A,840,831
DIP2A-IT1,4,0
DIP2B,293,398
DIP2C,36,64
DIPK1A,162,162
DIPK1B,4,2
DIPK1C,1,0
DIPK2A,50,34
DIPK2B,0,3
DIRAS1,3,2
DIRAS2,0,0
DIRAS3,0,0
DIRC1,0,0
DIRC3,3,22
DIRC3-AS1,0,0
DIS3,200,147
DIS3L,197,357
DIS3L2,149,314
DIS3L2P1,0,0
DISC1,45,134
DISC1-IT1,0,4
DISC1FP1,0,8
DISP1,11,27
DISP2,8,5
DISP3,1,4
DIXDC1,0,35
DKC1,443,302
DKK1,0,0
DKK2,0,0
DKK3,34,24
DKK4,0,0
DKKL1,0,0
DKKL1P1,0,0
DLAT,114,136
DLC1,1,1
DLD,304,491
DLEC1,30,44
DLEC1P1,0,0
DLEU1,59,38
DLEU2,17,24
DLEU2L,11,8
DLEU7,0,0
DLG1,91,138
DLG1-AS1,1,0
DLG2,9,21
DLG2-AS2,0,0
DLG3,13,14
DLG3-AS1,0,2
DLG4,18,21
DLG5,1,3
DLG5-AS1,0,1
DLGAP1,0,6
DLGAP1-AS1,6,25
DLGAP1-AS2,5,0
DLGAP1-AS3,0,0
DLGAP1-AS4,0,0
DLGAP1-AS5,0,0
DLGAP2,0,4
DLGAP2-AS1,0,0
DLGAP3,0,0
DLGAP4,83,121
DLGAP4-AS1,38,27
DLGAP5,0,1
DLGAP5P1,0,0
DLK1,0,2
DLK2,0,7
DLL1,19,12
DLL3,6,2
DLL4,7,3
DLST,91,75
DLSTP1,0,4
DLX1,0,0
DLX2,0,0
DLX2-DT,0,0
DLX3,0,0
DLX4,2,0
DLX5,0,0
DLX6,0,1
DLX6-AS1,0,0
DM1-AS,2,0
DMAC1,246,256
DMAC1P1,0,0
DMAC2,169,255
DMAC2L,108,84
DMAP1,308,508
DMBT1,0,2
DMBT1L1,4,0
DMBX1,0,2
DMC1,3,0
DMD,3,6
DMD-AS3,0,0
DMGDH,4,2
DMKN,5,11
DMP1,0,0
DMPK,17,27
DMRT1,0,1
DMRT2,0,0
DMRT3,0,0
DMRTA1,0,0
DMRTA2,1,0
DMRTB1,1,2
DMRTC1,0,0
DMRTC1B,0,2
DMRTC2,0,3
DMTF1,559,793
DMTN,4,4
DMWD,7,18
DMXL1,129,138
DMXL2,23,28
DNA2,2,32
DNAAF1,10,8
DNAAF2,21,26
DNAAF3,0,0
DNAAF4,1,0
DNAAF4-CCPG1,0,0
DNAAF5,35,106
DNAH1,286,352
DNAH10,13,5
DNAH10OS,6,1
DNAH11,19,21
DNAH12,3,10
DNAH14,1,9
DNAH17,27,60
DNAH17-AS1,8,7
DNAH2,9,16
DNAH3,1,14
DNAH5,3,1
DNAH6,123,112
DNAH7,4,9
DNAH8,0,1
DNAH8-AS1,0,0
DNAH9,5,3
DNAI1,2,1
DNAI2,10,7
DNAJA1,932,944
DNAJA1P1,0,0
