gene_symbol,T8.M.Sp#1,T8.M.Sp#2,T8.M.Sp#3
2900064K03Rik,0,0,0
2900069G24Rik,0,0,0
2900072N19Rik,0,0,0
2900076A07Rik,34,84,34
2900076G11Rik,0,1,0
2900078I11Rik,1,1,1
2900079G21Rik,0,0,0
2900089D17Rik,0,0,0
2900092C05Rik,0,0,0
2900092N22Rik,0,0,0
2900092O11Rik,0,0,0
2900093K20Rik,2,6,2
2900097C17Rik,56,90,38
3000002C10Rik,9,26,14
3010001F23Rik,0,0,0
3010003L21Rik,0,3,4
3100002H09Rik,0,0,0
3100003L05Rik,0,0,0
3110001I22Rik,15,55,14
3110002H16Rik,261,610,207
3110004A20Rik,0,0,0
3110009E18Rik,23,18,4
3110009F21Rik,0,0,0
3110009M11Rik,0,0,0
3110018I06Rik,0,0,0
3110021N24Rik,0,0,0
3110031N09Rik,0,0,0
3110035E14Rik,0,0,0
3110039M20Rik,0,0,0
3110040N11Rik,103,157,111
3110043J17Rik,0,0,0
3110043O21Rik,22,41,45
3110045C21Rik,2,0,0
3110053B16Rik,2,1,0
3110056K07Rik,145,174,100
3110062G12Rik,0,0,0
3110062M04Rik,12,30,14
3110067C02Rik,0,1,0
3110070M22Rik,1,4,0
3110079O15Rik,0,0,0
3110080E11Rik,0,0,0
3110080O07Rik,2,3,5
3110082I17Rik,6,37,12
3110082J24Rik,0,0,0
3110083C13Rik,0,1,3
3110099E03Rik,0,0,0
3200001D21Rik,1,5,3
3222401L13Rik,0,0,2
3300002A11Rik,0,2,3
3300002I08Rik,7,27,7
3300002P13Rik,0,0,0
3300005D01Rik,1,0,0
3425401B19Rik,0,0,0
3632451O06Rik,0,0,0
3632454L22Rik,1,7,12
3732407C23Rik,0,0,0
3830403N18Rik,5,17,7
3830406C13Rik,160,251,136
3830408C21Rik,9,17,11
3830417A13Rik,0,0,0
3830422I06Rik,0,0,0
3830432H09Rik,0,3,0
3930402G23Rik,0,0,2
4430402I18Rik,6,0,0
4631405J19Rik,0,2,4
4631405K08Rik,0,0,0
4632404H12Rik,109,139,83
4632404M16Rik,0,0,0
4632411P08Rik,1,0,0
4632415L05Rik,52,71,33
4632418H02Rik,6,19,8
4632427E13Rik,341,709,346
4632428C04Rik,0,0,0
4632432E15Rik,0,0,0
4633401B06Rik,3,4,8
4731419I09Rik,0,0,0
4732414G09Rik,0,0,0
4732416N19Rik,8,45,15
4732419C18Rik,0,0,0
4732440D04Rik,94,148,78
4732463B04Rik,0,0,0
4732465J04Rik,0,1,0
4732471J01Rik,2,8,3
4732487G21Rik,5,16,9
4732490B19Rik,0,1,4
4732491K20Rik,2,11,1
4732496C06Rik,6,31,4
4831440D22Rik,6,21,3
4831440E17Rik,14,8,11
4833403J16Rik,15,21,7
4833404L02Rik,0,0,0
4833405L11Rik,0,0,0
4833407H14Rik,111,291,108
4833411C07Rik,0,0,0
4833412C05Rik,0,0,0
4833412K13Rik,14,16,20
4833413E03Rik,1,6,5
4833413G10Rik,2,6,0
4833417C18Rik,20,14,8
4833418N02Rik,4,9,5
4833418N17Rik,0,0,0
4833420G17Rik,526,1164,527
4833421G17Rik,131,204,113
4833421K07Rik,0,0,0
4833422C13Rik,11,4,5
4833422M21Rik,0,0,0
4833423E24Rik,0,0,0
4833427F10Rik,0,0,0
4833427G06Rik,0,0,0
4833428L15Rik,0,0,0
4833439L19Rik,119,237,121
4833445I07Rik,3,10,3
4921501E09Rik,0,0,0
4921501I09Rik,0,0,0
4921504A21Rik,0,0,0
4921504E06Rik,0,0,0
4921507G05Rik,0,0,0
4921507P07Rik,6,13,1
4921508D12Rik,0,0,0
4921508M14Rik,0,0,0
4921509A06Rik,0,0,0
4921509C19Rik,0,0,0
4921511C10Rik,35,66,12
4921511C20Rik,0,0,0
4921511E07Rik,0,0,0
4921511I17Rik,2,7,3
4921511M17Rik,0,0,0
4921513H07Rik,0,0,0
4921513I03Rik,0,0,0
4921513I08Rik,2,0,0
4921514A10Rik,0,2,2
4921515E04Rik,0,0,0
4921515L22Rik,0,0,0
4921517D22Rik,0,0,0
4921518K17Rik,0,0,0
4921521D15Rik,0,0,0
4921522P10Rik,0,6,12
4921523L03Rik,0,0,0
4921524J17Rik,67,123,77
4921524L21Rik,0,0,0
4921525O09Rik,14,36,17
4921527H02Rik,0,0,0
4921528I07Rik,0,1,0
4921529L05Rik,0,0,0
4921530L21Rik,0,0,0
4921531C22Rik,10,25,12
4921534A09Rik,0,0,0
4921534H16Rik,0,0,0
4921536K21Rik,0,0,0
4921539E11Rik,0,0,0
4921539H07Rik,0,0,0
4922502D21Rik,0,0,0
4922502N22Rik,0,0,0
4930401A07Rik,0,0,0
4930401C15Rik,0,0,0
4930401G09Rik,0,0,0
4930401O10Rik,0,0,0
4930401O12Rik,0,0,0
4930402C01Rik,0,0,0
4930402F06Rik,0,0,0
4930402F11Rik,0,0,0
4930402H05Rik,0,0,0
4930402H24Rik,59,147,70
4930402K13Rik,0,0,0
4930403D09Rik,4,8,5
4930403P22Rik,3,31,9
4930404A12Rik,0,0,0
4930404H11Rik,0,0,0
4930404H24Rik,0,0,0
4930404I05Rik,5,12,4
4930404I20Rik,0,0,0
4930404N11Rik,0,1,1
4930405A21Rik,1,0,1
4930405D11Rik,0,0,0
4930405G09Rik,11,8,7
4930405H06Rik,0,0,0
4930405J17Rik,0,0,0
4930405L22Rik,0,0,0
4930405N21Rik,0,0,0
4930405O22Rik,5,24,7
4930406D18Rik,0,0,0
4930407G08Rik,0,0,0
4930407I10Rik,0,0,0
4930407I19Rik,0,0,0
4930408K08Rik,0,0,0
4930408O17Rik,0,0,0
4930412B13Rik,0,0,0
4930412C18Rik,0,0,0
4930412E21Rik,0,0,0
4930412F09Rik,0,0,0
4930412F12Rik,0,0,0
4930412L05Rik,0,3,0
4930412M03Rik,10,6,6
4930412O13Rik,0,0,0
4930413E15Rik,0,0,0
4930413G21Rik,0,0,0
4930415H17Rik,0,0,0
4930415L06Rik,0,0,0
4930415O20Rik,0,0,0
4930417H01Rik,0,0,0
4930417O13Rik,40,122,60
4930417O22Rik,0,0,0
4930419G24Rik,0,0,0
4930420N18Rik,0,0,0
4930421C12Rik,0,0,0
4930421P07Rik,0,0,0
4930422C21Rik,0,0,0
4930422M22Rik,1,5,2
4930423C22Rik,0,0,0
4930423D22Rik,0,0,0
4930423D24Rik,0,0,0
4930423M02Rik,0,0,0
4930425K10Rik,0,0,0
4930425K24Rik,0,0,0
4930425L21Rik,0,1,0
4930425O10Rik,1,0,0
4930426D05Rik,0,0,0
4930426I24Rik,0,2,0
4930426L09Rik,1,2,1
4930428D20Rik,0,0,0
4930428E07Rik,0,0,0
4930428N03Rik,0,0,0
4930428O21Rik,1,2,0
4930429D17Rik,0,0,0
4930429F24Rik,1,0,0
4930429H19Rik,0,0,0
4930429P21Rik,0,0,0
4930430A15Rik,0,0,0
4930430E12Rik,0,0,0
4930430F08Rik,35,57,26
4930430O22Rik,0,0,0
4930431F10Rik,0,0,0
4930431F12Rik,0,0,0
4930431L21Rik,0,0,0
4930431P03Rik,1,0,0
4930431P19Rik,25,80,43
4930432B10Rik,0,3,0
4930432E11Rik,0,0,0
4930432H08Rik,0,0,0
4930432K21Rik,26,53,26
4930432L08Rik,0,0,0
4930432M17Rik,0,0,0
4930432O09Rik,0,0,0
4930433B08Rik,0,0,0
4930433I11Rik,0,0,0
4930433J02Rik,0,0,0
4930433N12Rik,0,0,1
4930434B07Rik,0,0,0
4930434F21Rik,0,0,0
4930434O05Rik,0,0,0
4930435C17Rik,0,0,0
4930435E12Rik,0,0,0
4930435N07Rik,0,0,0
4930437M23Rik,0,0,0
4930438A08Rik,0,0,0
4930438E09Rik,0,0,0
4930439A04Rik,3,10,0
4930439D14Rik,0,0,0
4930440C22Rik,0,0,0
4930440I19Rik,0,0,0
4930441H08Rik,0,0,0
4930441J16Rik,0,0,0
4930442G10Rik,0,0,0
4930442G15Rik,0,0,5
4930442H23Rik,0,0,0
4930442J19Rik,0,0,0
4930442L01Rik,0,0,0
4930442P19Rik,0,0,0
4930443G03Rik,0,0,0
4930443O20Rik,0,0,0
4930444A19Rik,20,48,24
4930444E06Rik,0,2,0
4930444F02Rik,0,0,0
4930444G20Rik,0,0,0
4930444K16Rik,0,0,0
4930444M15Rik,0,0,0
4930444P10Rik,0,1,0
4930445B16Rik,0,0,0
4930445N08Rik,0,0,0
4930445N18Rik,0,1,0
4930447A16Rik,0,1,0
4930447C04Rik,0,0,0
4930447C11Rik,0,0,0
4930447F04Rik,0,0,0
4930447F24Rik,0,0,0
4930447K03Rik,0,1,1
4930447M23Rik,0,0,0
4930447N08Rik,0,0,2
4930448A20Rik,0,0,0
4930448C13Rik,0,0,0
4930448D08Rik,0,0,0
4930448E22Rik,0,0,0
4930448F12Rik,0,0,0
4930448H16Rik,0,0,0
4930448I06Rik,0,0,0
4930448I18Rik,0,0,0
4930448K20Rik,0,0,0
4930449A18Rik,0,0,0
4930449E01Rik,0,0,0
4930449I04Rik,0,0,0
4930449I24Rik,0,0,0
4930451E10Rik,0,0,2
4930451G09Rik,1,13,8
4930451I11Rik,0,0,0
4930452B06Rik,0,0,0
4930452L12Rik,0,0,0
4930452N14Rik,0,0,0
4930453C13Rik,3,1,2
4930453H23Rik,0,0,0
4930453L07Rik,0,0,0
4930453N24Rik,271,615,294
4930453O03Rik,0,0,0
4930455B14Rik,0,0,1
4930455C13Rik,3,5,4
4930455D15Rik,0,0,0
4930455G09Rik,0,0,0
4930455H04Rik,0,0,0
4930456G14Rik,0,0,0
4930456L15Rik,1,1,0
4930458A03Rik,0,0,0
4930458B22Rik,0,0,0
4930458D05Rik,0,0,2
4930458K08Rik,0,0,0
4930459C07Rik,0,0,0
4930459L07Rik,0,0,0
4930461C15Rik,0,0,0
4930461G14Rik,0,0,0
4930463O16Rik,0,0,0
4930465I24Rik,0,0,0
4930465K10Rik,0,0,0
4930465M20Rik,0,0,0
4930466I24Rik,0,0,0
4930466K18Rik,8,10,5
4930467D21Rik,0,0,0
4930467E23Rik,0,0,0
4930467K11Rik,0,0,0
4930469B13Rik,0,0,0
4930469K13Rik,6,17,7
4930470B04Rik,0,0,0
4930470G03Rik,0,3,3
4930470O06Rik,0,0,0
4930470P17Rik,0,0,0
4930471C04Rik,0,0,0
4930471C06Rik,0,0,0
4930471D02Rik,0,0,0
4930471E15Rik,0,1,0
4930471E19Rik,0,0,0
4930471M09Rik,0,0,0
4930473A02Rik,2,8,5
4930473D10Rik,0,0,0
4930473H19Rik,0,0,0
4930473O22Rik,0,0,0
4930474B08Rik,0,0,0
4930474H06Rik,0,0,0
4930474N05Rik,0,0,0
4930474N09Rik,0,0,0
4930477E14Rik,0,0,0
4930477G07Rik,0,0,0
4930477N07Rik,0,0,0
4930477O15Rik,0,0,0
4930478K11Rik,0,0,0
4930478M09Rik,0,0,0
4930478P22Rik,0,0,0
4930479D17Rik,0,0,0
4930479H17Rik,0,0,0
4930480C01Rik,0,0,0
4930480E11Rik,0,0,0
4930480G23Rik,0,0,0
4930480K02Rik,0,0,0
4930480K15Rik,0,0,0
4930480K23Rik,12,40,2
4930480M12Rik,0,0,0
4930481A15Rik,38,96,38
4930481B07Rik,8,21,10
4930483J18Rik,0,0,0
4930483K19Rik,3,2,0
4930483O08Rik,0,0,0
4930484H19Rik,0,0,0
4930486F22Rik,0,0,0
4930486I03Rik,0,0,0
4930486L24Rik,0,0,0
4930486N12Rik,0,0,0
4930487D11Rik,0,0,0
4930488B22Rik,0,0,0
4930488L21Rik,0,0,0
4930488N15Rik,0,1,0
4930488N24Rik,0,0,0
4930500F04Rik,0,0,0
4930500F10Rik,0,0,1
4930500L23Rik,0,0,0
4930500M09Rik,0,0,0
4930502A04Rik,0,0,0
4930502C17Rik,0,0,0
4930502E09Rik,1,0,2
4930502E18Rik,0,0,0
4930503B20Rik,0,0,0
4930503E14Rik,0,0,0
4930503E24Rik,0,0,0
4930503H13Rik,0,0,0
4930503L19Rik,92,182,83
4930503O07Rik,0,0,0
4930504D19Rik,0,0,0
4930504O13Rik,0,0,0
4930505A04Rik,0,0,0
4930505G20Rik,0,0,0
4930505K13Rik,0,0,0
4930505K14Rik,0,0,0
4930505M18Rik,0,0,0
4930505N22Rik,0,0,0
4930505O20Rik,0,0,0
4930506C21Rik,5,11,3
4930507D05Rik,0,0,0
4930507D10Rik,0,0,0
4930509E16Rik,0,2,2
4930509G22Rik,0,3,0
4930509H03Rik,25,64,19
4930509J09Rik,0,0,0
4930509K18Rik,0,0,0
4930510E17Rik,0,0,0
4930511A02Rik,0,0,0
4930511E03Rik,0,0,0
4930511J24Rik,0,0,0
4930511M06Rik,0,0,3
4930511M18Rik,0,0,0
4930511O05Rik,0,0,0
4930512B01Rik,4,0,1
4930512H18Rik,0,1,5
4930512J16Rik,0,0,0
4930512M02Rik,1,1,0
4930512P04Rik,0,0,0
4930513D17Rik,0,0,0
4930513N10Rik,13,11,16
4930513N20Rik,4,1,2
4930513O06Rik,0,0,0
4930515B02Rik,0,0,0
4930515G01Rik,1,7,4
4930515G13Rik,0,0,0
4930515G16Rik,0,0,0
4930515L19Rik,0,0,0
4930516B21Rik,0,0,0
4930516K23Rik,0,0,0
4930517E11Rik,0,0,0
4930517G19Rik,8,14,8
4930517J16Rik,0,0,0
4930517L18Rik,0,0,0
4930517O19Rik,0,0,1
4930518C09Rik,0,0,0
4930518I15Rik,69,135,51
4930518I17Rik,0,0,0
4930518J20Rik,0,0,0
4930518J21Rik,0,0,0
4930518P08Rik,0,0,0
4930519A11Rik,0,0,0
4930519D14Rik,0,0,0
4930519E07Rik,0,0,0
4930519F09Rik,0,0,0
4930519F16Rik,0,0,0
4930519F24Rik,0,0,0
4930519G04Rik,0,0,0
4930519H02Rik,0,0,0
4930519L02Rik,0,0,0
4930519P11Rik,0,0,1
4930520K02Rik,0,0,0
4930520M14Rik,0,3,3
4930520O04Rik,0,3,9
4930520P13Rik,0,0,0
4930521E06Rik,0,0,0
4930521O17Rik,0,0,0
4930522H14Rik,0,0,0
4930522L14Rik,85,92,36
4930522N08Rik,0,1,0
4930522O17Rik,0,0,0
4930523C07Rik,1023,1987,850
4930524B15Rik,0,1,0
4930524B17Rik,0,0,0
4930524J08Rik,2,2,0
4930524N10Rik,0,0,0
4930524O07Rik,3,2,1
4930524O08Rik,0,0,0
4930525C09Rik,0,0,0
4930525G20Rik,8,7,2
4930526A20Rik,1,2,2
4930526F13Rik,0,0,0
4930526L06Rik,0,0,0
4930526M16Rik,3,5,0
4930527A07Rik,0,0,0
4930527B05Rik,0,0,0
4930527E20Rik,0,0,0
4930527J03Rik,0,0,0
4930528D03Rik,0,0,0
4930528G23Rik,0,0,0
4930528H21Rik,0,0,0
4930528J11Rik,2,2,4
4930528P14Rik,0,0,0
4930529C04Rik,0,2,0
4930529I22Rik,0,0,0
4930529N20Rik,0,0,0
4930532G15Rik,0,2,2
4930532I03Rik,0,0,0
4930532M18Rik,0,0,0
4930533B01Rik,0,0,0
4930533D04Rik,0,0,0
4930533I22Rik,0,0,0
4930533K18Rik,5,1,1
4930533L02Rik,0,0,0
4930533N22Rik,0,0,0
4930533P14Rik,0,0,0
4930534D22Rik,0,0,0
4930534H03Rik,0,0,0
4930535E02Rik,0,1,0
4930535G08Rik,0,0,0
4930535I16Rik,0,0,0
4930535L15Rik,0,0,2
4930535O05Rik,0,0,0
4930537H20Rik,1,2,0
4930538E20Rik,0,0,0
4930539C22Rik,0,0,0
4930539E08Rik,6,23,7
4930539J05Rik,0,3,2
4930539M17Rik,0,0,0
4930540E01Rik,0,0,0
4930540M03Rik,0,0,0
4930540M05Rik,0,0,0
4930542C12Rik,0,0,0
4930542C16Rik,0,0,0
4930543E12Rik,0,0,0
4930543I11Rik,0,0,0
4930543K20Rik,0,0,0
4930543N07Rik,0,0,0
4930544D05Rik,1,3,1
4930544G11Rik,0,0,0
4930544I03Rik,0,0,0
4930544L04Rik,0,0,0
4930544M13Rik,0,0,0
4930545H06Rik,0,0,0
4930545L08Rik,0,0,0
4930545L23Rik,0,0,0
4930546C10Rik,3,0,1
4930546K05Rik,0,0,0
4930547E08Rik,1,0,0
4930547H16Rik,0,0,0
4930547M16Rik,0,0,0
4930548G14Rik,0,0,0
4930548H24Rik,0,0,0
4930548K13Rik,0,0,0
4930549C15Rik,5,17,9
4930550C14Rik,0,1,1
4930550C17Rik,0,0,0
4930550L24Rik,0,0,0
4930551I15Rik,0,0,0
4930551L18Rik,0,0,0
4930551O13Rik,0,0,0
4930552P12Rik,1,0,0
4930553I04Rik,0,0,0
4930553I21Rik,0,0,0
4930553J12Rik,0,0,0
4930553M12Rik,0,0,0
4930553P18Rik,0,3,0
4930554C24Rik,0,0,0
4930554G22Rik,0,0,0
4930554G24Rik,0,0,0
4930554H23Rik,0,0,0
4930555A03Rik,4,4,0
4930555B11Rik,0,0,0
4930555B12Rik,0,0,0
4930555F03Rik,0,0,0
4930555G01Rik,0,0,0
4930555G07Rik,0,0,0
4930555G21Rik,0,0,0
4930555K19Rik,0,0,0
4930555M17Rik,0,0,0
4930555O08Rik,0,0,0
4930556G01Rik,0,0,0
4930556G22Rik,0,0,0
4930556H04Rik,0,11,0
4930556I23Rik,1,0,0
4930556J24Rik,0,0,0
4930556L07Rik,0,0,0
4930556M19Rik,0,0,0
4930556N09Rik,0,0,0
4930556N13Rik,0,2,0
4930557B06Rik,0,0,0
4930557F10Rik,0,0,0
4930557J02Rik,1,0,0
4930557K07Rik,0,0,4
4930558C23Rik,0,0,0
4930558F17Rik,0,0,0
4930558G05Rik,0,0,0
4930558J18Rik,0,0,1
4930558J22Rik,0,0,0
4930558K02Rik,0,0,0
4930558N11Rik,0,0,0
4930559C10Rik,0,0,0
4930560O18Rik,0,1,0
4930562A09Rik,0,0,0
4930562C15Rik,2,6,0
4930562D21Rik,0,0,0
4930562F07Rik,10,32,36
4930562F17Rik,0,0,0
4930563D23Rik,0,0,0
4930563E18Rik,0,0,0
4930563E22Rik,10,25,2
4930563F08Rik,0,0,2
4930563H07Rik,0,0,0
4930563I02Rik,0,0,0
4930563J15Rik,0,1,0
4930563M21Rik,0,2,0
4930564D02Rik,0,0,0
4930565D16Rik,0,0,0
4930565N06Rik,4,7,3
4930566F21Rik,0,0,0
4930566N20Rik,0,0,0
4930567H12Rik,0,0,0
4930567H17Rik,0,0,0
4930567K12Rik,0,0,0
4930567K20Rik,0,0,0
4930568A12Rik,4,9,6
4930568A13Rik,0,0,0
4930568D16Rik,0,0,0
4930568E12Rik,0,0,0
4930568G15Rik,0,2,0
4930569F06Rik,0,0,0
4930570D08Rik,0,0,0
4930570G19Rik,0,0,0
4930570N18Rik,7,28,14
4930571K23Rik,0,0,0
4930571N24Rik,0,0,0
4930572K03Rik,0,0,0
4930572O03Rik,0,0,0
4930573C15Rik,0,0,0
4930573H18Rik,0,0,0
4930573I07Rik,0,0,0
4930577H14Rik,0,0,0
4930577N17Rik,0,1,0
4930578C19Rik,0,0,0
4930578G10Rik,0,0,0
4930578I06Rik,0,0,0
4930578I07Rik,0,0,0
4930578M01Rik,1,0,1
4930578M07Rik,0,6,2
4930579C12Rik,0,0,0
4930579D09Rik,0,0,0
4930579F01Rik,0,0,0
4930579G18Rik,15,25,20
4930579G24Rik,30,47,28
4930579H20Rik,0,0,0
4930579K19Rik,0,10,3
4930579M01Rik,0,0,0
4930579O11Rik,1,0,0
4930579P08Rik,0,0,0
4930580E04Rik,0,3,0
4930581F22Rik,42,81,24
4930583I09Rik,0,0,1
4930583K01Rik,0,1,0
4930583P06Rik,0,0,0
4930584E12Rik,0,1,0
4930584F24Rik,0,1,0
4930586N03Rik,0,0,0
4930587A21Rik,0,0,0
4930587E11Rik,0,0,0
4930588G17Rik,0,0,0
4930588K23Rik,0,0,0
4930589L23Rik,0,0,0
4930589O11Rik,0,11,2
4930589P08Rik,0,0,0
4930590H14Rik,0,0,0
4930590J08Rik,6,9,4
4930590L14Rik,0,0,0
4930590L20Rik,0,0,0
4930591A17Rik,0,0,0
4930591E09Rik,0,0,0
4930592C13Rik,0,0,0
4930593A02Rik,0,0,0
4930593C16Rik,0,0,0
4930594C11Rik,6,17,3
4930594M17Rik,0,0,0
4930594M22Rik,1,6,1
4930594O21Rik,0,0,0
4930595D18Rik,7,8,2
4930595L18Rik,0,0,0
4930595M18Rik,0,0,0
4930595O18Rik,0,0,0
4930596D02Rik,0,0,0
4930596I21Rik,4,16,6
4930597A21Rik,0,0,0
4930597L12Rik,3,0,1
4930597O21Rik,0,0,0
4930598A11Rik,0,0,0
4930598F16Rik,0,0,0
4930598N05Rik,0,0,0
4930599A14Rik,0,0,0
4930599N23Rik,0,1,0
4930599N24Rik,1,15,1
4931400O07Rik,0,0,0
4931403E22Rik,1,5,2
4931403G20Rik,0,2,0
4931406B18Rik,0,0,0
4931406C07Rik,8,19,5
4931406G06Rik,5,2,0
4931406P16Rik,69,156,76
4931408C20Rik,0,0,0
4931409K22Rik,0,0,0
4931412I15Rik,0,0,0
4931413I07Rik,0,0,0
4931413K12Rik,12,14,3
4931414P19Rik,8,21,7
4931415C17Rik,6,7,7
4931417E11Rik,0,0,0
4931419H13Rik,0,0,0
4931422A03Rik,4,13,7
4931423N10Rik,0,0,0
4931428F04Rik,10,3,4
4931428L18Rik,0,0,2
4931429L15Rik,0,0,0
4931429P17Rik,0,0,0
4931431B13Rik,0,0,0
4931431C16Rik,0,0,1
4931440F15Rik,0,0,0
4931440J10Rik,0,0,0
4931440P22Rik,2,2,1
4932411K12Rik,1,0,0
4932411N23Rik,0,0,0
4932412D23Rik,0,0,0
4932413F04Rik,0,0,0
4932414J04Rik,0,0,0
4932414N04Rik,0,2,0
4932415D10Rik,0,0,0
4932415M13Rik,0,0,0
4932416K20Rik,0,2,0
4932422M17Rik,0,2,0
4932429P05Rik,0,0,0
4932430I15Rik,0,0,0
4932431L22Rik,0,0,0
4932431P20Rik,0,0,0
4932435O22Rik,0,0,0
4932438A13Rik,610,1551,814
4932438H23Rik,0,6,0
4932441J04Rik,0,0,0
4932442E05Rik,4,29,26
4932443I19Rik,0,2,0
4932443L11Rik,1,0,1
4932702P03Rik,1,0,0
4933400A11Rik,0,0,0
4933400C23Rik,0,0,0
4933400F21Rik,0,0,0
4933400L20Rik,0,0,0
4933401B06Rik,0,0,0
4933401H06Rik,0,0,0
4933401J01Rik,0,0,0
4933402C05Rik,0,0,0
4933402C06Rik,0,0,0
4933402D24Rik,0,1,0
4933402E13Rik,0,0,0
4933402J07Rik,0,0,0
4933402J10Rik,0,0,0
4933402N03Rik,0,0,0
4933402N22Rik,0,0,0
4933403L11Rik,0,2,0
4933403O08Rik,0,0,1
4933404I11Rik,0,0,0
4933404K08Rik,0,0,0
4933404K13Rik,0,0,0
4933404O12Rik,8,37,2
4933405D12Rik,0,0,0
4933405E24Rik,0,0,0
4933405L10Rik,0,0,0
4933405O20Rik,0,0,0
4933406B15Rik,0,0,0
4933406B17Rik,0,0,0
4933406C10Rik,1,0,0
4933406D12Rik,0,0,0
4933406F09Rik,0,0,0
4933406G16Rik,0,0,0
4933406I18Rik,22,43,23
4933406J09Rik,0,0,0
4933406J10Rik,0,3,6
4933406K04Rik,0,0,0
4933406L23Rik,0,0,0
4933406M09Rik,0,0,0
4933406P04Rik,5,0,4
4933407E24Rik,0,0,0
4933407I05Rik,0,0,0
4933407I08Rik,0,0,0
4933407K13Rik,58,58,31
4933407L21Rik,2,0,4
4933408A14Rik,0,4,0
4933408B17Rik,1,7,5
4933408J17Rik,0,0,0
4933408N05Rik,0,0,0
4933409D19Rik,0,4,0
4933409F18Rik,0,0,0
4933409G03Rik,0,3,0
4933411E02Rik,0,0,0
4933411E06Rik,0,0,1
4933411E08Rik,0,0,0
4933411G06Rik,0,0,0
4933411K16Rik,0,0,0
4933411O13Rik,0,0,0
4933412A08Rik,0,0,0
4933412E12Rik,44,50,13
4933412E24Rik,0,0,0
4933412L11Rik,0,0,0
4933412O06Rik,0,0,0
4933413C19Rik,0,0,0
4933413J09Rik,10,7,4
4933413L06Rik,0,0,0
4933414I15Rik,0,0,0
4933415A04Rik,1,1,0
4933415F23Rik,0,0,0
4933415J04Rik,0,0,0
4933416C03Rik,0,0,0
4933416E03Rik,0,0,0
4933416E14Rik,0,0,0
4933416I08Rik,0,0,0
4933416M07Rik,0,1,0
4933416O17Rik,0,0,0
4933417A18Rik,0,0,0
4933417C20Rik,4,8,0
4933417D19Rik,0,1,0
4933417E11Rik,0,0,0
4933417G07Rik,0,0,0
4933417O13Rik,0,0,0
4933421A08Rik,0,0,0
4933421D24Rik,0,0,0
4933421I07Rik,0,0,0
4933421O10Rik,4,8,3
4933422A05Rik,0,10,0
4933423L19Rik,0,0,0
4933423P22Rik,0,1,0
4933424G06Rik,0,0,0
4933424H11Rik,0,0,0
4933424L21Rik,1,12,3
4933424M12Rik,0,0,0
4933424N20Rik,0,0,0
4933425D22Rik,0,0,0
4933425L06Rik,0,0,0
4933425M03Rik,0,0,0
4933426K07Rik,2,11,8
4933427D06Rik,0,0,0
4933427D14Rik,73,173,92
4933427E11Rik,1,0,1
4933427E13Rik,0,0,0
4933427G23Rik,1,1,4
4933427I04Rik,0,0,0
4933427I22Rik,0,0,0
4933427J07Rik,0,0,0
4933428C19Rik,0,0,0
4933428G20Rik,0,0,0
4933428M09Rik,0,0,0
4933428P19Rik,0,0,0
4933429H19Rik,0,0,0
4933430A20Rik,0,0,0
4933430H06Rik,0,0,0
4933430H16Rik,0,0,0
4933430I17Rik,0,1,0
4933430L12Rik,0,0,0
4933430M04Rik,0,0,0
4933430N04Rik,0,0,0
4933431C10Rik,1,4,1
4933431E20Rik,0,0,0
4933431G14Rik,0,0,0
4933431K14Rik,5,0,1
4933431K23Rik,0,0,0
4933431M02Rik,0,0,0
4933432G23Rik,6,2,4
4933432K03Rik,0,0,0
4933433F19Rik,0,0,0
4933433G08Rik,0,0,0
4933433G15Rik,1,4,4
4933433N18Rik,0,0,0
4933434E20Rik,437,861,300
4933434M16Rik,0,0,0
4933435F18Rik,0,0,0
4933435G04Rik,0,0,0
4933436E23Rik,0,0,0
4933436F18Rik,0,0,0
4933436H12Rik,0,0,0
4933436I01Rik,0,0,0
4933436I20Rik,0,0,0
4933436P19Rik,0,0,0
4933437G19Rik,0,0,0
4933438A12Rik,0,0,0
4933438B17Rik,0,0,0
4933438K21Rik,0,0,0
4933439C10Rik,8,6,5
4933439J24Rik,0,0,0
4933439K11Rik,0,0,0
4933439N06Rik,0,0,0
4933439N14Rik,0,0,0
4933440J02Rik,0,0,0
4933440M02Rik,8,22,12
4933440N22Rik,5,0,2
5031410I06Rik,0,0,0
5031415H12Rik,0,0,0
5031425E22Rik,57,98,48
5031425F14Rik,0,3,1
5031434C07Rik,0,0,0
5031434O11Rik,6,18,6
5031439G07Rik,16,10,7
5033403F01Rik,0,0,1
5033403H07Rik,0,0,0
5033404E19Rik,0,0,2
5033406O09Rik,0,0,0
5033417F24Rik,4,1,0
5033421B08Rik,0,0,0
5033423K11Rik,0,0,0
5033424D13Rik,0,3,3
5033425B01Rik,0,0,0
5033426E14Rik,0,0,0
5033426O07Rik,0,0,0
5033428I22Rik,0,0,0
5033430I15Rik,0,2,0
5330406M23Rik,30,35,33
5330409N07Rik,0,0,0
5330411J11Rik,0,0,1
5330411O13Rik,4,3,0
5330413D20Rik,0,0,0
5330413P13Rik,0,0,0
5330416C01Rik,0,0,0
5330417C22Rik,0,3,0
5330417H12Rik,0,0,0
5330425B07Rik,0,0,0
5330426L24Rik,2,2,1
5330429C05Rik,0,0,0
5330434G04Rik,0,0,4
5330437M03Rik,0,0,0
5330438D12Rik,14,13,8
5330438I03Rik,0,0,0
5330439A09Rik,0,0,0
5330439B14Rik,0,0,0
